qid,pos_tag_count
361,"Counter({'VB': 2, 'WRB': 1, 'NN': 1, 'VBN': 1, '.': 1, 'PRP': 1, 'NNS': 1})"
363,"Counter({'VB': 3, 'MD': 1, 'WRB': 1, 'VBN': 1, '.': 1, 'TO': 1, 'VBG': 1})"
365,"Counter({'JJ': 3, 'VBD': 2, 'VB': 1, 'CC': 1, 'WP': 1, 'CD': 1, 'TO': 1, 'PRP': 1, 'IN': 1, 'DT': 1, '.': 1, 'NNS': 1})"
367,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, '.': 1, 'VBP': 1, 'DT': 1})"
369,"Counter({'VB': 2, 'NN': 2, 'JJ': 2, 'MD': 1, 'WRB': 1, 'CC': 1, '.': 1, 'PRP': 1, 'IN': 1, 'NNS': 1})"
371,"Counter({'NN': 8, 'DT': 4, 'IN': 3, 'VBD': 2, 'CC': 2, 'WRB': 1, ',': 1, '.': 1, 'TO': 1, 'WDT': 1})"
373,"Counter({'NN': 2, 'RBS': 1, 'VBN': 1, '.': 1, 'VBP': 1, 'JJ': 1, 'WP': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
375,"Counter({'IN': 5, 'NN': 4, 'VB': 2, 'CD': 2, 'DT': 2, 'MD': 1, 'WP': 1, 'PRP$': 1, 'VBP': 1, 'PRP': 1, 'RB': 1, '.': 1, 'NNS': 1, ',': 1})"
377,"Counter({'JJ': 3, 'VB': 1, 'NN': 1, '.': 1, 'TO': 1, 'PRP': 1, 'IN': 1, 'VBZ': 1, 'NNS': 1})"
379,"Counter({'NN': 3, 'VB': 2, 'IN': 2, 'VBD': 1, 'JJR': 1, '.': 1, 'JJ': 1})"
381,"Counter({'NN': 3, 'RP': 1, '.': 1, 'WDT': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1})"
383,"Counter({'VB': 2, 'MD': 1, 'WRB': 1, 'RB': 1, '.': 1, 'JJ': 1, 'VBG': 1})"
385,"Counter({'NN': 3, 'VBD': 1, 'WP': 1, '.': 1, 'IN': 1, 'DT': 1})"
387,"Counter({'MD': 2, 'VB': 2, 'NN': 2, 'IN': 2, 'RP': 1, 'WP': 1, 'JJS': 1, 'PRP$': 1, '.': 1, 'TO': 1, 'VBP': 1, 'RB': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
389,"Counter({'NN': 3, 'VB': 2, 'DT': 2, 'WRB': 1, '.': 1, 'PRP': 1, 'IN': 1})"
391,"Counter({'NN': 2, 'IN': 2, 'DT': 2, 'WP': 1, '.': 1, 'JJ': 1, 'VBZ': 1})"
393,"Counter({'NN': 2, 'VBG': 1, 'POS': 1, '.': 1, ""''"": 1, 'WDT': 1, 'JJ': 1, 'VBZ': 1})"
395,"Counter({'VBP': 2, 'MD': 1, 'VB': 1, 'NN': 1, '.': 1, 'WDT': 1, 'PRP': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
397,"Counter({'VB': 2, 'JJ': 2, 'MD': 1, 'WRB': 1, 'RBR': 1, '.': 1, 'IN': 1})"
399,"Counter({'NN': 3, 'IN': 3, 'NNS': 3, 'CD': 2, 'CC': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'DT': 1, '.': 1})"
401,"Counter({'NN': 2, 'DT': 2, 'VB': 1, '$': 1, ')': 1, '(': 1, 'JJS': 1, '.': 1, 'TO': 1, 'WP': 1, 'VBZ': 1})"
403,"Counter({'NN': 3, 'JJ': 3, 'NNS': 3, 'VBP': 2, 'VB': 1, 'RB': 1, 'CC': 1, 'IN': 1, '.': 1, 'TO': 1, 'WP': 1})"
405,"Counter({'VB': 1, 'VBG': 1, 'NN': 1, 'JJS': 1, '.': 1, 'TO': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
407,"Counter({'VB': 1, 'WRB': 1, 'NN': 1, '.': 1, 'VBP': 1, 'JJ': 1, 'NNS': 1})"
409,"Counter({'IN': 5, 'VBP': 4, 'JJ': 3, 'NNS': 3, 'NN': 2, 'VBN': 2, 'PRP$': 1, 'WRB': 1, ')': 1, '(': 1, 'WP': 1, 'POS': 1, ""''"": 1, 'PRP': 1, 'VBG': 1, 'DT': 1, '.': 1})"
411,"Counter({'NN': 6, 'IN': 5, 'DT': 4, 'VBZ': 3, 'WP': 1, ',': 1, '.': 1, 'EX': 1, 'NNS': 1})"
413,"Counter({'NN': 2, 'VB': 1, 'WP': 1, '.': 1, 'TO': 1, 'PRP': 1, 'IN': 1, 'VBZ': 1})"
415,"Counter({'NN': 3, 'VBP': 2, 'DT': 2, 'NNS': 2, 'JJS': 1, '.': 1, 'WDT': 1, 'IN': 1})"
417,"Counter({'NN': 4, 'WRB': 2, '.': 2, 'JJ': 2, 'NNS': 2, 'VB': 1, 'RB': 1, 'CC': 1, ',': 1, 'VBP': 1, 'IN': 1})"
419,"Counter({'VBZ': 1, 'WRB': 1, 'JJ': 1, 'NN': 1, '.': 1})"
421,"Counter({'JJ': 4, 'NN': 4, 'MD': 2, 'VB': 2, 'DT': 2, 'WRB': 1, 'PRP$': 1, '.': 1, 'RB': 1, 'IN': 1})"
423,"Counter({'JJ': 7, 'NNS': 5, 'VB': 4, 'NN': 4, 'IN': 4, 'TO': 3, 'DT': 3, 'WRB': 2, '.': 2, 'RB': 1, 'VBP': 1})"
425,"Counter({'NN': 4, 'NNS': 3, 'IN': 2, 'JJS': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'RB': 1, 'DT': 1})"
427,"Counter({'NN': 2, 'IN': 2, 'DT': 2, 'VBG': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'NNS': 1})"
429,"Counter({'NN': 3, 'JJ': 3, 'VB': 2, 'TO': 2, 'IN': 2, 'WRB': 1, '.': 1, 'DT': 1, 'NNS': 1})"
431,"Counter({'NN': 2, 'IN': 2, 'VBD': 1, '.': 1, 'VBZ': 1, 'DT': 1})"
433,"Counter({'NN': 3, '.': 2, 'IN': 2, 'VB': 1, 'JJ': 1, 'VBD': 1, 'TO': 1, 'PRP': 1, 'RB': 1, 'VBZ': 1, 'DT': 1, 'CD': 1, 'NNS': 1})"
435,"Counter({'NN': 2, 'VB': 1, '.': 1, 'TO': 1, 'JJ': 1, 'WP': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
437,"Counter({'VB': 3, 'NN': 2, 'WRB': 1, '.': 1, 'TO': 1, 'VBP': 1, 'JJ': 1})"
439,"Counter({'NN': 2, 'MD': 1, 'VB': 1, 'WRB': 1, '.': 1, 'JJ': 1})"
441,"Counter({'VBP': 2, 'VB': 1, 'WRB': 1, 'NN': 1, '.': 1, 'IN': 1})"
443,"Counter({'PRP$': 1, 'NN': 1, '.': 1, 'JJ': 1, 'WP': 1, 'VBZ': 1})"
445,"Counter({'VB': 2, 'NN': 2, 'MD': 1, 'WRB': 1, '.': 1, 'IN': 1})"
447,"Counter({'NN': 3, 'DT': 2, 'NNS': 2, 'VBG': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'NNP': 1})"
449,"Counter({'NN': 3, 'MD': 1, 'VB': 1, 'CD': 1, 'RB': 1, 'DT': 1, '.': 1})"
451,"Counter({'DT': 3, 'VB': 2, 'TO': 2, 'IN': 2, 'WRB': 1, 'NN': 1, 'VBN': 1, '.': 1, 'PRP': 1, 'JJ': 1, 'VBZ': 1, 'NNS': 1})"
453,"Counter({'NN': 4, 'JJ': 4, 'VB': 2, 'DT': 2, 'WRB': 1, ')': 1, '(': 1, '.': 1, 'VBP': 1, 'IN': 1, 'VBG': 1})"
455,"Counter({'NN': 2, 'VBZ': 1, 'VB': 1, '.': 1})"
457,"Counter({'NN': 3, 'JJ': 2, 'WRB': 1, ')': 1, '(': 1, 'VBG': 1, 'IN': 1, 'VBZ': 1, '.': 1})"
459,"Counter({'NN': 3, 'DT': 3, 'VB': 2, 'IN': 2, 'MD': 1, 'WRB': 1, 'JJR': 1, '.': 1, 'TO': 1, 'PRP': 1, 'NNS': 1})"
461,"Counter({'IN': 2, 'NNS': 2, 'WRB': 1, 'JJ': 1, 'NN': 1, '.': 1, 'VBP': 1, 'RB': 1})"
463,"Counter({'NN': 2, 'VBG': 1, 'CD': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1, 'DT': 1, '.': 1, 'NNS': 1})"
465,"Counter({'NN': 3, 'DT': 3, 'WRB': 2, 'VBP': 2, 'IN': 2, 'VBZ': 2, 'NNS': 2, 'VB': 1, 'CC': 1, ',': 1, '.': 1, 'TO': 1, 'JJ': 1})"
467,"Counter({'VBP': 2, 'NNS': 1, 'VBN': 1, 'JJ': 1, '.': 1})"
469,"Counter({'NN': 3, 'NNS': 2, 'VB': 1, 'WRB': 1, ',': 1, 'RP': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'IN': 1, 'VBG': 1, 'DT': 1, 'PRP$': 1})"
471,"Counter({'NNS': 2, 'WRB': 1, 'VBD': 1, 'POS': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'IN': 1})"
473,"Counter({'VB': 3, 'WRB': 1, 'VBN': 1, 'CD': 1, 'PRP': 1, 'DT': 1, '.': 1, 'NNS': 1})"
475,"Counter({'NN': 2, 'JJ': 2, 'IN': 2, 'NNS': 2, 'MD': 1, 'VB': 1, 'WRB': 1, ',': 1, 'CD': 1, 'VBP': 1, '.': 1})"
477,"Counter({'NN': 5, 'IN': 2, 'RBS': 1, 'CD': 1, 'VBP': 1, 'WDT': 1, 'VBZ': 1, '.': 1})"
479,"Counter({'NN': 3, 'IN': 2, 'DT': 2, 'VBG': 1, 'WP': 1, 'JJS': 1, '.': 1, 'JJ': 1, 'VBZ': 1})"
481,"Counter({'NN': 4, 'DT': 2, 'WP': 1, '.': 1, 'IN': 1, 'VBZ': 1, 'NNP': 1})"
483,"Counter({'NN': 4, '.': 4, 'VBP': 4, 'JJ': 4, 'IN': 4, 'CD': 4, 'PRP': 4, 'DT': 3, 'VB': 2, 'NNS': 2, 'WRB': 1, 'CC': 1, '(': 1, ',': 1, ')': 1, 'EX': 1, 'VBZ': 1})"
485,"Counter({'NN': 7, 'DT': 3, 'IN': 2, 'WRB': 1, ',': 1, 'JJR': 1, 'VBP': 1, 'VBZ': 1, '.': 1})"
487,"Counter({'JJ': 2, 'DT': 2, 'NNS': 2, 'VBG': 1, 'NN': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'IN': 1})"
489,"Counter({'IN': 3, 'VB': 2, 'NN': 2, 'VBN': 2, 'MD': 1, '.': 1, 'PRP': 1, 'JJ': 1, 'VBZ': 1})"
491,"Counter({'VB': 2, 'WRB': 1, 'NN': 1, 'VBN': 1, '.': 1, 'PRP': 1, 'DT': 1})"
493,"Counter({'VBZ': 1, '.': 1, 'VBG': 1, 'NN': 1, 'WP': 1})"
495,"Counter({'VB': 2, 'RB': 2, 'MD': 1, 'WRB': 1, '.': 1})"
497,"Counter({'NN': 4, 'IN': 4, 'JJ': 2, 'VB': 2, 'CD': 2, 'RB': 2, 'DT': 2, 'NNS': 2, 'MD': 1, '$': 1, 'JJS': 1, ',': 1, 'TO': 1, 'VBP': 1, 'WP': 1, 'VBZ': 1, '.': 1})"
499,"Counter({'NN': 2, 'JJ': 2, 'IN': 2, 'DT': 2, 'NNS': 2, 'MD': 1, 'VB': 1, 'WRB': 1, '.': 1})"
501,"Counter({'NN': 2, 'MD': 1, 'VB': 1, 'WRB': 1, 'PRP$': 1, '.': 1, 'PRP': 1})"
503,"Counter({'MD': 2, 'VB': 1, 'WRB': 1, 'RB': 1, 'NN': 1, 'VBN': 1, '.': 1, 'JJ': 1, 'DT': 1})"
505,"Counter({'NN': 3, 'JJ': 3, 'CD': 1, 'IN': 1, 'VBZ': 1, 'DT': 1, '.': 1})"
507,"Counter({'DT': 2, 'NN': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1, 'NNS': 1})"
509,"Counter({'NN': 3, 'CC': 1, 'WP': 1, ',': 1, '.': 1, 'IN': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
511,"Counter({'MD': 1, 'VB': 1, 'NN': 1, 'CD': 1, 'IN': 1, '.': 1})"
513,"Counter({'NN': 4, '.': 2, 'IN': 2, 'DT': 2, 'MD': 1, 'VB': 1, 'WRB': 1, 'RB': 1, 'JJ': 1, 'VBZ': 1})"
515,"Counter({'NN': 2, 'VB': 1, 'JJS': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'DT': 1, 'NNS': 1})"
517,"Counter({'NN': 5, 'IN': 2, 'VB': 1, 'RB': 1, 'VBD': 1, 'CC': 1, 'PRP$': 1, '.': 1, 'JJ': 1, 'DT': 1})"
519,"Counter({'JJ': 2, 'IN': 2, 'MD': 1, 'VB': 1, 'NN': 1, 'WP': 1, 'VBN': 1, '.': 1, 'VBP': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
521,"Counter({'NN': 4, 'NNS': 3, 'CC': 2, 'JJ': 2, 'DT': 2, 'RB': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'WP': 1, 'VBZ': 1})"
523,"Counter({'VB': 3, 'NN': 2, 'WRB': 1, 'PRP$': 1, '.': 1, 'TO': 1, 'VBP': 1, 'DT': 1})"
525,"Counter({'JJ': 2, 'PRP$': 1, 'CD': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, '.': 1, 'NNS': 1})"
527,"Counter({'PRP': 2, 'VB': 1, 'NN': 1, 'VBD': 1, 'WP': 1, '.': 1, 'VBP': 1, 'JJ': 1, 'IN': 1, 'DT': 1})"
530,"Counter({'NNS': 2, 'MD': 1, 'VB': 1, 'WRB': 1, 'NN': 1, 'CD': 1, 'VBP': 1, 'JJ': 1, 'IN': 1, '.': 1})"
532,"Counter({'NN': 6, 'IN': 3, 'DT': 3, 'WRB': 2, ',': 2, 'JJ': 2, 'CD': 1, 'VBN': 1, 'VBZ': 1, '.': 1, 'NNS': 1})"
534,"Counter({'NN': 3, 'VB': 2, 'JJ': 2, 'IN': 2, 'WRB': 1, 'VBG': 1, 'TO': 1, 'PRP': 1, 'VBZ': 1, '.': 1, 'NNS': 1})"
536,"Counter({'NN': 2, 'VB': 1, 'WRB': 1, 'PRP$': 1, '.': 1, 'VBP': 1, 'RB': 1, 'IN': 1, 'DT': 1})"
538,"Counter({'DT': 2, 'NN': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'NNS': 1})"
540,"Counter({'VB': 2, 'IN': 2, 'NNS': 2, 'MD': 1, 'WRB': 1, 'NN': 1, '.': 1, 'JJ': 1})"
542,"Counter({'NN': 2, 'NNS': 2, 'WRB': 1, 'RBR': 1, '.': 1, 'RB': 1, 'IN': 1})"
544,"Counter({'NN': 6, '.': 4, 'IN': 4, 'PRP$': 3, 'VB': 3, 'VBP': 3, 'VBG': 2, 'DT': 2, 'NNS': 2, 'WRB': 1, 'MD': 1, 'CC': 1, 'WP': 1, 'TO': 1, 'PRP': 1, 'JJ': 1, 'VBZ': 1})"
546,"Counter({'NN': 3, 'VB': 1, 'IN': 1, 'JJS': 1, 'PRP$': 1, '.': 1, 'TO': 1, 'WP': 1, 'VBZ': 1, 'DT': 1})"
548,"Counter({'WRB': 2, 'NN': 2, 'VB': 1, 'PRP$': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'IN': 1, 'VBZ': 1, 'NNS': 1})"
550,"Counter({'NN': 3, 'NNS': 3, 'IN': 2, 'DT': 2, 'CC': 1, 'JJS': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1})"
552,"Counter({'NN': 5, 'IN': 3, 'MD': 2, 'VB': 2, '.': 2, 'WRB': 1, 'VBP': 1, 'PRP': 1, 'RB': 1, 'DT': 1, 'CD': 1})"
554,"Counter({'VB': 1, 'WRB': 1, 'JJS': 1, '.': 1, 'VBP': 1, 'NNS': 1})"
556,"Counter({'NN': 2, 'RB': 2, 'IN': 2, 'WRB': 1, 'RBS': 1, 'VBN': 1, '.': 1, 'VBP': 1, 'NNS': 1})"
558,"Counter({'NN': 2, 'VBZ': 1, 'IN': 1, '.': 1, 'WP': 1})"
560,"Counter({'NN': 3, 'DT': 2, 'VBD': 1, '.': 1, 'EX': 1, 'IN': 1})"
562,"Counter({'VB': 2, 'NN': 2, 'TO': 2, 'IN': 2, 'DT': 2, 'WRB': 1, 'JJ': 1, 'VBG': 1, 'PRP': 1, 'RB': 1, 'VBZ': 1, '.': 1})"
564,"Counter({'VB': 3, 'VBP': 3, 'IN': 3, 'WRB': 1, 'NN': 1, 'CC': 1, 'WP': 1, 'VBN': 1, 'CD': 1, 'PRP': 1, 'RB': 1, 'DT': 1, '.': 1, 'NNS': 1})"
566,"Counter({'IN': 4, 'VB': 3, 'TO': 3, 'PRP': 3, 'JJ': 3, 'CD': 2, 'NNS': 2, 'MD': 1, 'VBG': 1, 'NN': 1, 'CC': 1, 'JJR': 1, 'VBZ': 1, 'WRB': 1, 'DT': 1, '.': 1})"
568,"Counter({'NN': 3, 'VB': 2, 'IN': 2, 'MD': 1, 'WRB': 1, '.': 1, 'JJ': 1})"
570,"Counter({'NN': 3, 'VB': 2, 'MD': 1, 'WRB': 1, 'JJS': 1, 'VBN': 1, '.': 1, 'IN': 1, 'NNS': 1})"
572,"Counter({'JJ': 2, 'WRB': 1, 'NN': 1, 'VBD': 1, '.': 1, 'RB': 1})"
574,"Counter({'NN': 3, 'MD': 2, 'VB': 2, 'IN': 2, 'CC': 1, 'WP': 1, '.': 1, 'EX': 1, 'DT': 1})"
576,"Counter({'VB': 2, 'IN': 2, 'WRB': 1, 'NN': 1, '.': 1, 'PRP': 1, 'VBG': 1, 'DT': 1})"
578,"Counter({'NN': 3, 'IN': 2, 'JJ': 2, 'DT': 2, 'MD': 1, 'VB': 1, 'VBG': 1, 'CD': 1, 'WP': 1, '.': 1})"
580,"Counter({'IN': 3, 'NNS': 2, 'VBG': 1, 'NN': 1, 'CC': 1, 'RBS': 1, 'RP': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'VBZ': 1, 'DT': 1, 'CD': 1})"
582,"Counter({'NN': 3, 'DT': 3, ',': 2, 'VBZ': 2, 'JJ': 1, 'CC': 1, '.': 1, 'TO': 1, 'EX': 1, 'RB': 1, 'IN': 1})"
584,"Counter({'VBZ': 1, '.': 1, 'VBN': 1, 'WP': 1})"
586,"Counter({'VB': 2, 'MD': 1, 'WRB': 1, '.': 1, 'JJ': 1, 'NNS': 1})"
588,"Counter({'NN': 3, 'VBD': 1, 'WP': 1, '.': 1, 'JJ': 1, 'IN': 1})"
590,"Counter({'NN': 3, 'IN': 3, 'CD': 2, 'NNS': 2, 'MD': 1, 'VB': 1, 'VBG': 1, 'CC': 1, 'WP': 1, 'DT': 1, '.': 1})"
592,"Counter({'JJ': 2, 'NNS': 2, 'WRB': 1, '.': 1, 'VBP': 1, 'IN': 1, 'VBZ': 1})"
594,"Counter({'NN': 3, 'VBD': 3, 'JJ': 2, 'IN': 2, 'WRB': 1, 'RB': 1, '.': 1, 'PRP': 1, 'DT': 1})"
596,"Counter({'NN': 4, 'IN': 2, 'NNS': 2, 'MD': 1, 'VB': 1, '.': 1, 'JJ': 1, 'WP': 1})"
598,"Counter({'DT': 3, 'NN': 2, '.': 1, 'IN': 1, 'WP': 1})"
600,"Counter({'VB': 2, 'MD': 1, 'WRB': 1, 'JJ': 1, 'NN': 1, '.': 1, 'RB': 1})"
602,"Counter({'MD': 1, 'VB': 1, 'WRB': 1, 'NN': 1, '.': 1, 'PRP': 1, 'JJ': 1, 'DT': 1})"
604,"Counter({'VB': 2, 'NNS': 1, 'PRP': 1, '.': 1})"
606,"Counter({'VB': 2, 'NNS': 1, '.': 1})"
608,"Counter({'NN': 2, 'JJS': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'DT': 1, 'NNS': 1})"
610,"Counter({'NN': 6, 'VB': 3, 'CD': 2, 'DT': 2, '.': 2, 'MD': 1, 'CC': 1, ',': 1, 'JJ': 1, 'IN': 1})"
612,"Counter({'NN': 6, 'DT': 3, 'VBG': 2, 'IN': 2, 'WRB': 1, 'RP': 1, 'VBD': 1, 'CC': 1, 'VBZ': 1, '.': 1})"
614,"Counter({'NN': 3, 'IN': 2, 'NNS': 2, 'WP': 1, '.': 1, 'VBP': 1, 'DT': 1})"
616,"Counter({'VB': 1, 'NN': 1, 'JJS': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'DT': 1, 'NNS': 1})"
618,"Counter({'PRP': 2, 'WRB': 2, 'VB': 1, 'RP': 1, 'NN': 1, 'VBD': 1, 'CC': 1, 'PRP$': 1, '.': 1, 'IN': 1})"
620,"Counter({'NN': 4, 'MD': 1, 'VB': 1, 'CD': 1, 'IN': 1, '.': 1})"
622,"Counter({'NN': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
624,"Counter({'NN': 3, 'IN': 2, 'WP': 2, 'DT': 2, 'VBD': 1, 'JJS': 1, 'CD': 1, 'TO': 1, 'VBP': 1, 'PRP': 1, 'VBZ': 1, '.': 1, 'NNS': 1})"
626,"Counter({'NNS': 2, 'JJS': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1, 'DT': 1})"
628,"Counter({'NN': 3, 'MD': 1, 'VB': 1, 'PRP$': 1, '.': 1})"
630,"Counter({'DT': 2, 'WRB': 1, 'NN': 1, 'VBD': 1, '.': 1, 'JJ': 1, 'IN': 1, 'NNS': 1})"
632,"Counter({'NN': 5, 'VBP': 2, 'VB': 1, 'VBG': 1, 'CC': 1, 'IN': 1, '.': 1, 'PRP': 1, 'RB': 1, 'WP': 1, 'VBZ': 1, 'DT': 1, ':': 1, 'NNS': 1})"
634,"Counter({'VB': 3, 'NN': 1, '.': 1, 'TO': 1, 'WP': 1, 'NNS': 1})"
636,"Counter({'VB': 2, 'MD': 1, 'WRB': 1, 'NN': 1, '.': 1, 'DT': 1})"
638,"Counter({'NN': 2, 'MD': 1, 'VB': 1, 'WRB': 1, 'JJR': 1, '.': 1})"
640,"Counter({'NN': 8, 'NNS': 4, 'PRP$': 3, '.': 3, 'VB': 3, 'VBG': 2, ""''"": 2, 'VBZ': 2, 'DT': 2, 'POS': 2, 'TO': 2, 'PRP': 2, 'CC': 2, 'IN': 2, 'VBN': 1, ',': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'NNP': 1, 'WRB': 1, 'MD': 1, 'JJS': 1})"
642,"Counter({'VB': 2, 'CD': 2, 'NNS': 2, 'MD': 1, 'WRB': 1, 'NN': 1, 'CC': 1, 'VBN': 1, 'IN': 1, 'VBG': 1, '.': 1})"
644,"Counter({'NN': 2, 'VBZ': 1, 'WRB': 1, 'VBG': 1, '.': 1})"
646,"Counter({'NNS': 2, 'VBP': 1, 'WRB': 1, 'VBN': 1, '.': 1})"
648,"Counter({'IN': 3, 'VB': 1, 'NN': 1, 'WP': 1, 'VBN': 1, '.': 1, 'TO': 1, 'PRP': 1, 'VBZ': 1, 'DT': 1})"
650,"Counter({'NN': 2, 'VB': 1, 'WRB': 1, 'VBD': 1, 'PRP$': 1, '.': 1, 'VBP': 1, 'RB': 1, 'IN': 1})"
652,"Counter({'VBP': 2, 'DT': 2, 'NN': 1, 'RBS': 1, 'VBN': 1, '.': 1, 'WDT': 1, 'PRP': 1, 'JJ': 1, 'IN': 1, 'NNS': 1})"
653,"Counter({'VB': 1, 'NN': 1, 'WP': 1, '.': 1, 'TO': 1, 'PRP': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
655,"Counter({'NN': 1, 'WP': 1, '.': 1, 'PRP': 1, 'IN': 1, 'VBZ': 1})"
657,"Counter({'MD': 1, 'VB': 1, 'WRB': 1, 'NN': 1, '.': 1, 'CD': 1})"
659,"Counter({'VBP': 4, 'JJ': 4, 'VB': 2, 'IN': 2, 'NNS': 2, 'WRB': 1, 'NN': 1, 'JJR': 1, '.': 1, 'DT': 1})"
661,"Counter({'NN': 2, 'DT': 2, 'NNS': 2, 'CC': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1})"
663,"Counter({'NN': 3, 'CC': 1, 'WP': 1, '.': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
665,"Counter({'VB': 3, 'WRB': 1, 'NN': 1, '.': 1, 'TO': 1, 'VBP': 1, 'NNS': 1})"
667,"Counter({'NN': 6, 'IN': 2, 'VB': 1, 'WRB': 1, '.': 1, 'TO': 1, 'VBP': 1, 'JJ': 1, 'DT': 1, 'NNS': 1})"
669,"Counter({'VBP': 2, 'JJ': 2, 'WRB': 1, 'NN': 1, '.': 1, 'WDT': 1, 'EX': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1, 'PRP': 1})"
671,"Counter({'NN': 2, 'CD': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'DT': 1, '.': 1, 'NNS': 1})"
673,"Counter({'NN': 3, 'VB': 1, 'WRB': 1, 'RB': 1, 'VBG': 1, 'JJ': 1, 'VBZ': 1, '.': 1})"
675,"Counter({'NN': 6, 'IN': 5, 'DT': 4, 'JJ': 3, 'VB': 2, 'VBG': 2, '.': 2, 'VBP': 2, 'PRP$': 1, 'TO': 1, 'PRP': 1, 'WRB': 1, 'NNS': 1})"
677,"Counter({'VB': 2, 'NN': 2, 'MD': 1, 'JJS': 1, '.': 1, 'TO': 1, 'WP': 1, 'DT': 1})"
679,"Counter({'NN': 3, 'JJS': 1, '.': 1, 'WDT': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
681,"Counter({'NNS': 1, 'JJ': 1, 'NN': 1, '.': 1})"
683,"Counter({'WRB': 2, 'RB': 2, '.': 2, 'NN': 1, 'CC': 1, 'VBN': 1, 'JJ': 1, 'VBZ': 1, 'DT': 1})"
685,"Counter({'VBP': 3, 'NNS': 3, 'VB': 2, '.': 2, 'JJ': 2, 'DT': 2, 'WRB': 1, 'TO': 1, 'PRP': 1})"
687,"Counter({'NN': 2, 'RBS': 1, 'CD': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'DT': 1, '.': 1, 'NNS': 1})"
689,"Counter({'NN': 6, 'CD': 2, ')': 1, '(': 1, 'WP': 1, 'IN': 1, 'VBZ': 1, 'DT': 1, '.': 1})"
691,"Counter({'VB': 1, 'NN': 1, 'IN': 1, 'JJS': 1, 'CD': 1, 'TO': 1, 'WP': 1, 'VBZ': 1, 'DT': 1, '.': 1})"
693,"Counter({'VB': 1, 'WRB': 1, 'NN': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'DT': 1})"
695,"Counter({'NN': 2, 'JJ': 1, 'VBD': 1, 'JJS': 1, '.': 1, 'RB': 1, 'IN': 1, 'DT': 1})"
697,"Counter({'VB': 2, 'VBG': 1, 'PRP$': 1, '.': 1, 'VBP': 1, 'RB': 1, 'IN': 1, 'WRB': 1, 'NNS': 1})"
699,"Counter({'NN': 3, 'VBD': 1, 'VBN': 1, '.': 1, 'WP': 1, 'DT': 1})"
701,"Counter({'NN': 3, 'JJ': 2, 'NNS': 2, 'IN': 1, '.': 1, 'RB': 1, 'WP': 1, 'VBZ': 1, ':': 1})"
703,"Counter({'NN': 5, 'VB': 2, 'IN': 2, 'DT': 2, 'WRB': 1, 'CD': 1, 'TO': 1, 'VBP': 1, '.': 1})"
705,"Counter({'RB': 1, 'RBS': 1, 'VBN': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'DT': 1, 'NNS': 1})"
706,"Counter({'VB': 3, 'WP': 2, '.': 2, 'IN': 2, 'VBZ': 2, 'NNS': 2, 'VBG': 1, 'VBP': 1, 'PRP': 1, 'JJ': 1})"
